Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      6.36     0.00    15007     0.00     0.00  _ZZN2cl4sycl7handler17parallel_for_implINS0_6detail26computeCppMagicEmptyKernelEZZNS3_L21computeCppMagicKernelERNS0_5queueEENKUlRS1_E_clES7_EUlNS0_4itemILi1ELb1EEEE_Li1EEEvRKNS3_11index_arrayESE_T0_ENUlRNS3_9item_baseEE_clESH_
  0.00      6.36     0.00    15006     0.00     0.00  _ZN2cl4sycl6detail28get_reduction_kernel_atomicsILb0ELi1EZZ4mainENKUlRNS0_7handlerEE_clES4_EUlNS0_2idILi1EEERT_E_NS1_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS4_T1_T2_RKNS0_5rangeIXT0_EEERKNS0_8nd_rangeIXT0_EEE
  0.00      6.36     0.00    15006     0.00     0.00  std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)89, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >)
  0.00      6.36     0.00    15001     0.00     0.00  cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int)
  0.00      6.36     0.00    15001     0.00     0.00  cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&)
  0.00      6.36     0.00    15000     0.00     0.00  __gnu_cxx::__normal_iterator<cl::sycl::device*, std::vector<cl::sycl::device, std::allocator<cl::sycl::device> > >::__normal_iterator(cl::sycl::device* const&)
  0.00      6.36     0.00    15000     0.00     0.00  std::shared_ptr<cl::sycl::detail::context>::~shared_ptr()
  0.00      6.36     0.00    15000     0.00     0.00  cl::sycl::memory_scope* std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<cl::sycl::memory_scope const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > >(unsigned long, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >)
  0.00      6.36     0.00    15000     0.00     0.00  _ZSt3getILm0EJN2cl4sycl6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS1_7handlerEE_clES8_EUlNS1_2idILi1EEERT_E_EERNSt13tuple_elementIXT_ESt5tupleIJDpT0_EEE4typeERSJ_
  0.00      6.36     0.00    15000     0.00     0.00  _ZZZZ4mainENKUlRN2cl4sycl7handlerEE_clES2_ENKUlNS0_2idILi1EEERT_E_clINS0_7reducerIjSt4plusIjEEEEEDaS5_S7_ENKUljjE_clEjj
  0.00      6.36     0.00       33     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      6.36     0.00       24     0.00     0.00  cl::sycl::detail::nd_range_base::nd_range_base(cl::sycl::detail::index_array, cl::sycl::detail::index_array, cl::sycl::detail::index_array)
  0.00      6.36     0.00       19     0.00     0.00  cl::sycl::program cl::sycl::program::create_program_for_kernel<TotientReduction<int> >(cl::sycl::context)
  0.00      6.36     0.00       18     0.00     0.00  std::__shared_ptr<cl::sycl::detail::kernel, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.00      6.36     0.00       17     0.00    12.46  std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::operator=(std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > const&)
  0.00      6.36     0.00       13     0.00     0.00  cl::sycl::accessor<int, 1, (cl::sycl::access::mode)1, (cl::sycl::access::target)1, (cl::sycl::access::placeholder)0> cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::get_access<(cl::sycl::access::mode)1, (cl::sycl::access::target)1>(cl::sycl::handler&)
  0.00      6.36     0.00       13     0.00     0.00  cl::sycl::detail::make_base_allocator<unsigned int, cl::sycl::detail::aligned_mem::aligned_allocator>::get_buffer_allocator(cl::sycl::detail::aligned_mem::aligned_allocator)
  0.00      6.36     0.00       10     0.00     0.00  _ZNSt14_Function_base13_Base_managerIZN2cl4sycl6detail28get_reduction_kernel_atomicsILb0ELi1EZZ4mainENKUlRNS2_7handlerEE_clES6_EUlNS2_2idILi1EEERT_E_NS3_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS6_T1_T2_RKNS2_5rangeIXT0_EEERKNS2_8nd_rangeIXT0_EEEEUlNS2_7nd_itemILi1EEEE_E10_M_managerERSt9_Any_dataRKSV_St18_Manager_operation
  0.00      6.36     0.00        9     0.00     0.00  cl::sycl::buffer<unsigned int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(cl::sycl::range<1> const&, cl::sycl::property_list const&)
  0.00      6.36     0.00        9     0.00     0.00  std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > std::__set_intersection<__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      6.36     0.00        8     0.00     0.00  cl::sycl::detail::group_base::group_base<1>(cl::sycl::id<1>, cl::sycl::range<1>, cl::sycl::range<1>, cl::sycl::range<1>, cl::sycl::id<1>)
  0.00      6.36     0.00        8     0.00     0.00  std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_get_pointer(std::_Any_data const&)
  0.00      6.36     0.00        8     0.00     0.00  std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_init_functor(std::_Any_data&, cl::sycl::detail::item_base&&, std::integral_constant<bool, true>)
  0.00      6.36     0.00        8     0.00     0.00  std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_clone(std::_Any_data&, {lambda(cl::sycl::detail::item_base&)#1} const&, std::integral_constant<bool, true>)
  0.00      6.36     0.00        8     0.00     0.00  void std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> >::_M_realloc_insert<cl::sycl::memory_order>(__gnu_cxx::__normal_iterator<cl::sycl::memory_order*, std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> > >, cl::sycl::memory_order&&)
  0.00      6.36     0.00        8     0.00     0.00  void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}*& std::_Any_data::_M_access<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}*>()
  0.00      6.36     0.00        8     0.00     0.00  _ZZN2cl4sycl6detail28get_reduction_kernel_atomicsILb0ELi1EZZ4mainENKUlRNS0_7handlerEE_clES4_EUlNS0_2idILi1EEERT_E_NS1_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS4_T1_T2_RKNS0_5rangeIXT0_EEERKNS0_8nd_rangeIXT0_EEEENKUlNS0_7nd_itemILi1EEEE_clESQ_
  0.00      6.36     0.00        6     0.00     0.00  cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int)
  0.00      6.36     0.00        6     0.00     0.00  cl::sycl::detail::group_base::group_base<1>(cl::sycl::group<1> const&)
  0.00      6.36     0.00        6     0.00     0.00  std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::get_opencl_info_as_sycl<cl::sycl::info::device, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >, unsigned long, 18446744073709551615ul>(cl::sycl::opencl_info_base<cl::sycl::info::device>::cl_object const&, unsigned int)
  0.00      6.36     0.00        6     0.00     0.00  std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)88, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >)
  0.00      6.36     0.00        6     0.00     0.00  std::__shared_ptr<cl::sycl::detail::queue, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<cl::sycl::detail::queue, (__gnu_cxx::_Lock_policy)2> const&)
  0.00      6.36     0.00        5     0.00     0.00  cl::sycl::sycl_host_info<std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> >, 4195u>::get()
  0.00      6.36     0.00        5     0.00    84.75  cl::sycl::sycl_host_info<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >, 4195u>::get()
  0.00      6.36     0.00        5     0.00     0.00  cl::sycl::group<1>::group(cl::sycl::detail::group_base const&)
  0.00      6.36     0.00        5     0.00     0.00  _ZN2cl4sycl6detail25accessor_buffer_interfaceIiLi1ELNS0_6access4modeE1ELNS3_6targetE1ELNS3_11placeholderE0EECI2NS1_15accessor_commonIiLi1ELS4_1ELS5_1ELS6_0EEEERNS0_11storage_memERNS0_7handlerENS1_12access_rangeERKNS0_13property_listE
  0.00      6.36     0.00        5     0.00     0.00  cl::sycl::detail::reduction_impl<false, cl::sycl::buffer<unsigned int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::value_type, cl::sycl::buffer<unsigned int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::dimensions, std::plus<unsigned int> > cl::sycl::reduction<cl::sycl::buffer<unsigned int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>, std::plus<unsigned int> >(cl::sycl::buffer<unsigned int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>, cl::sycl::handler&, std::plus<unsigned int>, cl::sycl::property_list const&)
  0.00      6.36     0.00        5     0.00     0.00  cl::sycl::detail::accessor_buffer_interface<unsigned int, 1, (cl::sycl::access::mode)2, (cl::sycl::access::target)1, (cl::sycl::access::placeholder)0>::linear_offset_from_buffer() const
  0.00      6.36     0.00        5     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      6.36     0.00        5     0.00     0.00  _ZNSt17_Function_handlerIFvRN2cl4sycl6detail12nd_item_baseEEZNS2_28get_reduction_kernel_atomicsILb0ELi1EZZ4mainENKUlRNS1_7handlerEE_clES8_EUlNS1_2idILi1EEERT_E_NS2_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS8_T1_T2_RKNS1_5rangeIXT0_EEERKNS1_8nd_rangeIXT0_EEEEUlNS1_7nd_itemILi1EEEE_E9_M_invokeERKSt9_Any_dataS4_
  0.00      6.36     0.00        5     0.00     0.00  std::_Function_handler<void (cl::sycl::detail::item_base&), void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_invoke(std::_Any_data const&, cl::sycl::detail::item_base&)
  0.00      6.36     0.00        5     0.00     0.00  void std::_Destroy<cl::sycl::device*>(cl::sycl::device*, cl::sycl::device*)
  0.00      6.36     0.00        4     0.00     6.02  _ZN2cl4sycl6detail25accessor_buffer_interfaceIjLi1ELNS0_6access4modeE2ELNS3_6targetE3ELNS3_11placeholderE0EECI1NS1_15accessor_commonIjLi1ELS4_2ELS5_3ELS6_0EEEEtRKNS1_11index_arrayERNS0_7handlerERKNS0_13property_listE
  0.00      6.36     0.00        4     0.00     0.00  unsigned long cl::sycl::detail::construct_linear_row_major_index<1>(cl::sycl::id<1> const&, cl::sycl::range<1> const&)
  0.00      6.36     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long)
  0.00      6.36     0.00        4     0.00     0.00  _ZNKSt9_Any_data9_M_accessIPKZN2cl4sycl6detail28get_reduction_kernel_atomicsILb0ELi1EZZ4mainENKUlRNS2_7handlerEE_clES6_EUlNS2_2idILi1EEERT_E_NS3_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS6_T1_T2_RKNS2_5rangeIXT0_EEERKNS2_8nd_rangeIXT0_EEEEUlNS2_7nd_itemILi1EEEE_EERKSA_v
  0.00      6.36     0.00        4     0.00     0.00  std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::_M_erase_at_end(cl::sycl::memory_scope*)
  0.00      6.36     0.00        4     0.00     0.00  std::remove_reference<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}&>::type&& std::move<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}&>(void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}&&)
  0.00      6.36     0.00        3     0.00     3.21  cl::sycl::accessor<unsigned int, 1, (cl::sycl::access::mode)2, (cl::sycl::access::target)3, (cl::sycl::access::placeholder)0>::accessor(cl::sycl::range<1>, cl::sycl::handler&, cl::sycl::property_list const&)
  0.00      6.36     0.00        3     0.00     0.00  cl::sycl::detail::id_range_base<unsigned long, 1, cl::sycl::range<1> >::get(int) const
  0.00      6.36     0.00        3     0.00     0.00  cl::sycl::detail::accessor_common<unsigned int, 1, (cl::sycl::access::mode)2, (cl::sycl::access::target)1, (cl::sycl::access::placeholder)0>::get_device_ptr() const
  0.00      6.36     0.00        3     0.00     1.61  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00      6.36     0.00        3     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      6.36     0.00        3     0.00     0.00  void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}& std::_Any_data::_M_access<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>()
  0.00      6.36     0.00        3     0.00     0.00  __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > std::copy<__gnu_cxx::__normal_iterator<cl::sycl::memory_scope const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > >(__gnu_cxx::__normal_iterator<cl::sycl::memory_scope const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >)
  0.00      6.36     0.00        3     0.00     0.00  void std::_Destroy<cl::sycl::memory_scope*>(cl::sycl::memory_scope*, cl::sycl::memory_scope*)
  0.00      6.36     0.00        2     0.00     0.00  cl::sycl::id<1>::id()
  0.00      6.36     0.00        2     0.00     0.00  cl::sycl::detail::item_base::item_base(cl::sycl::detail::index_array, cl::sycl::detail::index_array)
  0.00      6.36     0.00        2     0.00     0.00  cl::sycl::nd_item<1>::get_local_range() const
  0.00      6.36     0.00        2     0.00     0.00  cl::sycl::nd_item<1>::get_global_range() const
  0.00      6.36     0.00        2     0.00     0.00  cl::sycl::kernel cl::sycl::program::get_kernel<TotientReduction<int> >() const
